Question,Answer,chatGPT_answer,Local_LLAMA_answer,chat_gpt_time,local_llama_time
By when do I need to resolve an “I” grade?,"Detailed information regarding an “I” grade can be found in the following sections of the academic catalog:
●
Section C, Point 7
●
Section A
●
Section B, Point 1
To confirm: ""When a grade of ‘I’ (‘Incomplete') is assigned in a course, the ‘I' grade must be removed and the
grade change reported by the end of the student's next academic term in residence or, if the student has not been
enrolled, by the end of the academic term one calendar year from the date the incomplete was assigned. Failing
to remove the ‘I' in the allotted time will result in the grade of ‘I' being changed to the grade of ‘F'. To remove the
‘I' grade, the student should consult with the instructor as soon as possible after the academic term is over and
complete whatever remaining coursework is outlined by the instructor. Repeating the course for credit does not
remove the grade of ‘I’.""",,"By the end of the student's next academic term in residence or, if the student has not been enrolled, by the end of the academic term one calendar year from the date the incomplete was assigned.",0.0,1.07
Is it possible to “start over” or “erase” my previous academic history?,"Unfortunately, this is not possible. Your previous academic history always will be a part of your student
record, even if you take time off and seek readmission into the program at a later time.
Click here to return to Table of Contents
25",,"Unfortunately, it's not possible to ""start over"" or ""erase"" your previous academic history. Your student record will always include your past academic work, even if you take time off and seek readmission later. This includes all courses taken, grades earned, and other academic achievements.",0.0,1.35
"If I take extra OMSCS courses, can I designate which courses will count toward my “degree” GPA rather than my cumulative GPA?","
The OMSCS program does not have a separate “degree GPA” and simply uses your cumulative GPA. The only
exception to this is for students who continue taking courses after they have graduated from the OMSCS
program. For the purposes of your resume, whatever your GPA was when your degree was awarded would be
your MS GPA.
Registration-Related Information",,"No, you cannot designate which courses will count towards your ""degree"" GPA rather than your cumulative GPA. Courses in which a student earns less than a ""C"" cannot be counted towards the OMSCS degree. These grades still factor into your overall cumulative GPA and cannot be removed from your record unless you opt into the graduate grade substitution policy.",0.0,1.7
What is the difference between Phase I and Phase II registration?,"Current/returning students will register during Phase I and will have another opportunity to make changes to their
schedules during Phase II. Newly-admitted students will register during Phase II only. For the summer term,
there is only one registration phase, with an “unofficial” Phase II period taking place shortly before the start of the
semester. Visit the academic calendar for term-specific dates.",,"If you do not meet your foundational requirement by the designated deadline, you will be restricted to enrolling in only foundational courses during Phase II registration. Course availability may be more limited during this phase compared to Phase I. You can still make changes to your schedule during Phase II, but options might be fewer than during Phase I.",0.0,1.62
Are the published times/deadlines updated based on my local time zone if I do not live in Atlanta?,"No — all of the Institute times/deadlines you see are listed in the Eastern time zone. They will not update
automatically to reflect your local time zone. Therefore, you will need to be mindful of time-sensitive
activities/deadlines such as when time tickets open, the expiration of a wait list notification, the end of a
registration period, the semester’s withdrawal deadline, etc. For any class-specific deadline, please be sure to
work with your instructor and/or TA(s).",,"No, all of the Institute times/deadlines are listed in the Eastern time zone and do not update automatically based on your local time zone. Therefore, you will need to be mindful of time-sensitive activities/deadlines.",0.0,1.4
What is the maximum number of courses I can register for each term?,"The OMSCS program is a part-time program only – no exceptions will be made to allow for full-time enrollment.
Students can register for a maximum of seven hours during the fall and spring semesters, and students are
limited to enrolling in five hours during the summer semester. Please note that Financial Aid and other programs
may have specific credit hour requirements, so be sure to follow up with their office(s) directly for more
information.",,"You can register for up to seven hours per term. However, note that you are limited to six hours at the 4000-level and/or with a subject code other than CS or CSE.",0.0,1.42
What if a course I want to register for is CLOSED?,"Once the registration cap has been reached for a course, the course is full. In order to request a seat in a closed
course, you must follow the instructions in SECTION G. WAITLISTING FOR A CLOSED COURSE. The OMSCS
program does not accept override requests. Please note that OMSCS Advising cannot register students for
classes, nor can we add students to wait lists.",,"If a course you want to register for is closed, you must follow the instructions in SECTION G. WAITLISTING FOR A CLOSED COURSE to request a seat. The OMSCS program does not accept override requests. You will need to wait until a spot opens up or consider alternative courses.",0.0,1.47
What if the wait list for a course I want to register for is CLOSED?,"If the wait list is full/closed when you are attempting to add yourself, please check back later. Students remove
themselves from wait lists, and seats are added to courses (which removes students from the wait list), so there is
a strong chance that a spot will become available at a later time.",,"If the wait list for a course I want to register for is CLOSED, I should follow the instructions in SECTION G. WAITLISTING FOR A CLOSED COURSE and check back later as students remove themselves from wait lists and seats become available over time.",0.0,1.23
Why is there a limit on the number of seats for each course if this is an online program?,"While we do not have physical space constraints, there are other factors that have to be taken into consideration
for an online program this size. One example is that in order to maintain the integrity and academic rigor of the
program, we have to hire an adequate number of TAs per a specific number of enrolled students. This is why we
limit the number of waitlisted courses for each student so that we have a realistic idea of the demand for each
course and can hire TAs accordingly (whenever possible). Additionally, some courses are unable to scale above
a certain maximum while still providing an effective learning experience for students.",,"There is a limit on the number of seats for each course in an online program due to factors such as hiring adequate TAs per enrolled students and maintaining academic rigor, despite not having physical space constraints. Additionally, some courses cannot scale above a certain maximum while still providing an effective learning experience. This helps ensure that students can receive an effective education.",0.0,1.52
Can OMSCS Advising tell me which courses are open currently?,"Students can access up-to-date enrollment and wait list totals by performing a class search in OSCAR. You can
perform a course look-up in OSCAR once you have logged in using your GT credentials — the full courses have a
“C” in the first column, and the open courses have a checkbox that can be selected in order to enroll.",,"You can access up-to-date enrollment and wait list totals by performing a class search in OSCAR after logging in with your GT credentials. The full courses have a ""C"" in the first column, and open courses have a checkbox to select for enrollment. You can also check your degree progress and plan for future courses through OSCAR.",0.0,1.55
What are the chances of enrolling in a class if I am waitlisted or if the class is closed?,"We strive to give students an opportunity to register for a variety of courses. The number of available seats is
determined primarily by the number of TAs available for each course. Unfortunately, advisors cannot predict
if/when a course may have more seats added or if a wait list will be expanded. Also, we cannot guarantee
students will be able to enroll in specific courses. Our best advice is to continue monitoring the courses you are
interested in taking and/or the wait lists. Towards the end of Phase II, the wait lists will be removed, and you may
Click here to return to Table of Contents
26


have another opportunity to register for your desired course(s). More information regarding this will be
forthcoming. Alternatively, you may review the degree requirements and try to find another course.",,"If you are waitlisted or if the class is closed, your chances of enrolling in the class depend on the availability of seats and how quickly they become available. You will receive an email notification if you are the next student on the wait list and a seat becomes available. Being waitlisted does not guarantee enrollment, as it's first come, first served basis.",0.0,1.73
Why am I receiving an error message if I can see available seats when attempting to register?,"If there are seats available in the course, but the course has a wait list, you will receive an error message when
attempting to register. This is because the seats that are available are reserved for the students on the wait list.
Therefore, students cannot bypass the wait list and enroll in a course – they must add themselves to the wait list,
if there are spaces available.",,"You are receiving an error message because the seats you see as available are actually reserved for students on the waitlist. The open seats may appear to be available, but they are not accessible for registration until a spot opens up from a student who is currently registered.",0.0,1.24
How long should I expect to wait before I receive a wait list notification?,"There is no specific amount of time as to when students will receive a wait list notification, as we unfortunately
cannot guarantee that everyone on every wait list will get into the course. As stated previously, some courses are
unable to scale above a certain maximum while still providing an effective learning experience for students.
Please note that the advisors are unable to determine/predict which courses will have more seats added.
Therefore, please be sure to monitor your email account carefully and frequently, including your spam folder, in
case you receive a wait list notification.",,"There is no specific amount of time as to when students will receive a wait list notification, as we unfortunately cannot guarantee that everyone on every wait list will get into the course. Please note that some courses are unable to scale above a certain maximum while still providing an effective learning experience for students. Monitor your email account carefully in case you receive a wait list notification.",0.0,1.63
Can I use a computer program or script when trying to register for courses?,"As explained on the Registrar’s website, “Students are required to abide by the Institute's Acceptable Use Policy
when using Georgia Tech's computer resources, including the registration system. As such, no student may use
any unauthorized computer program or script to register for classes or attempt to circumvent the registration
system in any way. No student should repeatedly attempt to register for a closed section of a course by hand in
an attempt to ""brute force"" into the next available seat. To do so is a violation, as ‘faculty, staff, and students are
expected to behave in an ethical and professional manner when using IT resources.’ This also violates the
section ‘Protection of IT Resources’ by ‘knowingly installing or running...disruptive software’ which results in
depriving other students an opportunity to register. Information regarding any student who violates this policy will
be forwarded to the Dean of Students for disciplinary action.”",,"No, you should not use a computer program or script when trying to register for courses. The Institute's Acceptable Use Policy prohibits students from using unauthorized programs or scripts to register for classes or attempt to circumvent the registration system in any way. Repeatedly attempting to register for a closed section of a course is also not allowed.",0.0,1.54
Why is my wait list position increasing instead of decreasing?,"Each semester, we prioritize the degree candidates on wait lists if they need a specific specialization course (not
“free” elective) to graduate by the end of the term. Therefore, your wait list position could change due to degree
candidates receiving priority. We hope that students will understand this, as we will do the same for you once you
are in your final term and are preparing to graduate.",,"Your wait list position is increasing because degree candidates who need a specific specialization course to graduate are being prioritized, which may cause your position to change. This prioritization is done to ensure that students can complete their graduation requirements by the end of the term. If the wait list is full or closed, you should check back later as seats may become available due to students removing themselves from the list or new openings.",0.0,1.79
Why is my waitlisted course showing as “0” credits in OSCAR?,"Since a waitlisted course does not count as enrolled hours, your waitlisted course will display as “0” units until you
are registered officially (though please remember that being on a wait list does not guarantee that you will be
permitted to enroll in that course for the term).",,"Since a waitlisted course does not count as enrolled hours, your waitlisted course will display as ""0"" units until you are registered officially. Being on a wait list does not guarantee that you will be permitted to enroll in that course for the term. You can check back later as students remove themselves from wait lists and seats become available at a later time.",0.0,1.69
"If I am registered for the maximum number of hours permitted, and I receive a wait list notification, will I be able to drop one of my other courses in order to add the waitlisted course, or will the system skip me
and notify the next person on the wait list?","The system will not skip you because you are enrolled in the maximum number of hours permitted. You will have
the same 12-hour window to respond to the wait list notification and make any necessary changes to your
schedule in order to enroll in the waitlisted course if desired.",,"You will have the same 12-hour window to respond to the wait list notification and make any necessary changes to your schedule in order to enroll in the waitlisted course if desired, even if you are registered for the maximum number of hours permitted. The system will not skip you and notify the next person on the wait list. You can drop one of your other courses to add the waitlisted course within this 12-hour window.",0.0,2.14
I missed my wait list notification. What should I do now?,"Unfortunately, the only thing you can do is add yourself back to the wait list and hope for the best or select
another course. The OMSCS program must abide by the Institute’s policies and procedures, and this includes the
fact that wait list notifications can be sent at any time (even overnight and/or on weekends) and that students
have 12 hours to respond to the notification. The wait list process is not controlled by OMSCS Advising, so we
are unable to make any changes or exceptions regarding this process.",,"You should add yourself back to the waitlist (if possible) and hope for the best. If you miss your waitlist window, your only option is to re-enroll on the waitlist and await another opportunity. OMSCS Advising cannot help with adding students to waitlists or enrolling students in classes.",0.0,1.49
I received a “Campus Restriction” or “Major Restriction” error message when trying to add a course. What does this mean?,"
If you receive the “Campus Restriction” or “Major Restriction” error message, this is because you are attempting
to enroll in a course that is not part of the OMSCS program. As a reminder, most OMSCS courses will have a
section of “O” followed by a two-digit number (example: O01, O02, O03, etc.).
Please note that courses with the “OAN” section are for OMS Analytics students only, and courses with
Click here to return to Table of Contents
27


the “OCY” section are for OMS Cybersecurity students only – OMSCS students are NOT permitted to
enroll in these sections.
If a section of an OMS Analytics or OMS Cybersecurity course has been created for OMSCS students, it will have
a section of “O” followed by a two-digit number (as mentioned previously). Therefore, please be sure you are
selecting the correct section if you wish to enroll in the course.
***Please remember that per the program rules:
""A maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE.”***",,"The ""Campus Restriction"" or ""Major Restriction"" error message means that you're trying to enroll in a course that's not part of the OMSCS program, likely because it doesn't have an ""O"" section (e.g., O01, O02) or has an ""OAN"" or ""OCY"" section, which is reserved for specific programs.",0.0,1.82
What is the difference between “L” and “ALP” in the “BAS” column in OSCAR?,"When searching for courses in OSCAR, the “BAS” column tells you the grade modes accepted for a particular
course. OMSCS courses have the “L” grading basis, which stands for “Letter Grade”, as students may not audit
an OMSCS course or take it on the “Pass/Fail” grading basis.
The one exception are the CS 8001 seminars, as those are graded on the “Pass/Fail” grading basis. As a
reminder, these will NOT count toward your graduation requirements.
You might notice that other courses, such as those offered through the OMS Analytics and OMS Cybersecurity
programs, have the “ALP” grading basis, which stands for “Audit”, “Letter Grade”, and “Pass/Fail”. As a reminder,
courses with the “OAN” section are for OMS Analytics students only, and courses with the “OCY” section are for
OMS Cybersecurity students only – OMSCS students are NOT permitted to enroll in these sections. If a section
of an OMS Analytics or OMS Cybersecurity course has been created for OMSCS students, it will have a section
of “O” followed by a two-digit number as described above. Again, please be sure you are selecting the correct
section if you wish to enroll in the course.
***Please remember that per the program rules:
""A maximum of six hours may be taken at the 4000-level and/or with a subject code other than CS or CSE.”***",,"In OSCAR, ""L"" stands for ""Letter Grade"", which means OMSCS courses only allow letter grading basis. On the other hand, ""ALP"" stands for ""Audit"", ""Letter Grade"", and ""Pass/Fail"", allowing courses with this grading basis to be taken as audit, letter grade, or pass/fail.",0.0,1.71
What happens if I am not able to register for my course until the first week of classes?,"Professors have access in Canvas to see when students were added to their course. It is our understanding that
students will not be penalized for assignments that were due before the student was registered for the course.
However, please be sure to confirm this with your professor(s) and/or TAs, and please contact them for any other
specific questions you may have regarding their course and/or assignments.",,"If you are not able to register for your course until the first week of classes, it's likely that some or all of your assignments will be due before you're registered. However, as per the professor's access in Canvas, students won't be penalized for assignments due before registration. Confirm with your professors and TAs regarding specific course and assignment policies.",0.0,1.62
What happens if I am not registered by the time Phase II registration has ended?,"Unfortunately, students cannot be added to a course(s) once Phase II registration has ended. Therefore, if you
plan to be enrolled in that specific term, you may need to enroll in a backup course prior to the end of the active
registration period if your first-choice course is not available.",,"If you are not registered by the time Phase II registration has ended, you will not be able to enroll in any courses. You may need to enroll in a backup course prior to the end of the active registration period if your first-choice course is not available. Unfortunately, students cannot be added to a course once Phase II registration has ended.",0.0,1.72
"If I am still on the wait list toward the end of the Phase II registration period, will my wait list position carry over to the next semester’s registration period?","
On the last day of Phase II registration, all of the wait lists are cleared, and students are able to enroll in any open
course without needing to go through the wait list first. Therefore, wait lists will not carry over to the next
semester’s registration period.",,"No, your wait list position will not carry over to the next semester's registration period. On the last day of Phase II registration, all wait lists are cleared, and students can enroll in any open course without needing to go through the wait list first. Students cannot be added to a course once Phase II registration has ended.",0.0,1.58
"If there are seats available once Phase II registration has ended, can I be added to the course?","Students cannot be added to a course(s) once Phase II registration has ended, even if there are seats available.",,"Unfortunately, students cannot be added to a course once Phase II registration has ended, even if there are seats available.",0.0,0.75
I successfully registered for a course. What should I do next?,"Once you have successfully registered for a course, you should log into Canvas to see if you have access to the
course materials. Please see the next FAQ in case you do not see your course materials once you are registered
for the course.
Click here to return to Table of Contents
28",,"Log into Canvas to see if you have access to the course materials. If you don't see your course materials, please refer to the next FAQ.",0.0,0.87
"Classes have started, and I cannot access my course materials and/or Canvas has not been set up for my course. Is this normal?","course. Is this normal?
As stated previously, course materials will be available sometime during the first week of classes. Unfortunately,
we do not have control over when course materials will be available, nor do we have any additional information as
to exactly when course materials will be available. Please note that some professors do not start their classes
until later in the week, so you may not be able to view any course materials even if the semester technically has
started already.
If you register for a course during the first week that classes begin, please note that it can take up to 24 hours
before you can access your course materials. If after this period of time you still cannot access your course
materials, please contact canvas@gatech.edu for Canvas access.",,"It's not uncommon to experience delays in accessing course materials during the first week of classes. Canvas should be available once you've registered for your course, but it may take up to 24 hours for access. If you still can't access your materials after this time, contact canvas@gatech.edu for assistance.",0.0,1.69
"I successfully registered for a course, but Canvas is showing a different course prefix than what is displayed in OSCAR. How do I know if I registered for the correct section?","displayed in OSCAR. How do I know if I registered for the correct section?
Instructors have the ability to edit the “display title” for a course in Canvas. Therefore, when crosslisted sections
of different courses are being taught together, students may encounter times where the course prefix in Canvas is
different than the one listed in OSCAR. For registration/degree-completion purposes, we will rely on your course
registration according to Banner, not Canvas.",,"If you successfully registered for a course, but Canvas is showing a different course prefix than what is displayed in OSCAR, it may be due to instructors editing the ""display title"" for the course in Canvas. For registration/degree-completion purposes, we will rely on your course registration according to Banner, not Canvas. You can verify your correct section by checking your course registration in Banner.",0.0,1.79
Can I be switched to another course once the registration period has ended?,"No – unfortunately, even if there are seats available, you cannot be switched to another course once the
registration period has ended. If you no longer wish to be enrolled in the course, you will need to withdraw before
the semester’s withdrawal deadline.",,"Unfortunately, even if there are seats available, you cannot be switched to another course once the registration period has ended. If you no longer wish to be enrolled in the course, you will need to withdraw before the semester's withdrawal deadline.",0.0,1.33
What is the difference between dropping and withdrawing from a course?,"When a student drops a course, this action can only be done during active periods of registration (either in Phase
I and/or Phase II). If a student drops a course, the course will not be reflected on their transcript. It will appear as
if the student never registered for the course, according to their transcript. This means that the student will not
have a record of enrollment for the term.
If a student withdraws from a course (this is done after Phase II registration has ended and before the
semester’s withdrawal deadline), this action will result in a “W” on the student’s transcript. If a student withdraws
from a course (or courses) and receives a “W” on the transcript, this counts as a record of enrollment for that
specific term.",,"You cannot be switched to another course once the registration period has ended. If you no longer wish to be enrolled in a course, you must withdraw before the semester's withdrawal deadline. Dropping a course is not an option.",0.0,1.13
"If I withdraw from a course and change my mind, can I be re-added to the course?","No – unfortunately, students cannot be re-added to a course once they have withdrawn. Please keep this in mind
as you are deciding whether or not you wish to withdraw from the course (before the withdrawal deadline).",,"No, unfortunately, students cannot be re-added to a course once they have withdrawn. Please keep this in mind as you are deciding whether or not you wish to withdraw from the course (before the withdrawal deadline).",0.0,1.12
"If I withdraw from a course/semester, do I need to submit a Petition to the Faculty form to enroll the next semester?","No – as per Georgia Tech’s readmission policy, “With the exception of part-time graduate students, any student
who withdraws during a term and wishes to return the following term must complete a Petition to the Faculty Form
only.” Therefore, since OMSCS students are part-time graduate students, you do not need to submit a ""Petition
to the Faculty” form if you withdraw.
Please keep in mind the Satisfactory Academic Progress policy as noted above when considering withdrawing
from the semester.",,You do not need to submit a Petition to the Faculty form if you withdraw.,0.0,0.67
"If I have an open OSI investigation for a course, or if I was found “responsible” at the conclusion of an OSI investigation for a course, am I permitted to withdraw or submit a Petition to the Faculty for a late
withdrawal?","OSI investigation for a course, am I permitted to withdraw or submit a Petition to the Faculty for a late
withdrawal?
Per the Registrar’s website: “If there is an alleged academic integrity violation pending, the student may not drop
the course. The status of the alleged violation is defined as ‘pending’ when an incident has been submitted to the
Office of Student Integrity and has generated an electronic ‘suspected academic misconduct’ notice that has been
sent to the student. If the student is found responsible for any prohibited academic conduct, she/he will not be
Click here to return to Table of Contents
29


allowed to drop the course.”
Additionally: “If the student is found responsible for any prohibited academic conduct in a class, she/he will also
not be allowed to withdraw from the term.”
Finally, a course is not eligible for grade substitution if the student was found responsible for any academic
misconduct in that course, regardless of how many times it is repeated.
Please contact the Registrar’s Office and the Office of Student Integrity if you have any questions regarding this.",,"No, you are not permitted to withdraw or submit a Petition to the Faculty for a late withdrawal if you have an open OSI investigation for a course or were found responsible at the conclusion of an OSI investigation for that course. Additionally, students who engage in prohibited academic conduct may also be unable to withdraw from the term.",0.0,1.49
Will I retain access to my course materials in Canvas after completing a course?,"This is at the discretion of the course instructor. We recommend that students check with the course’s teaching
team during the semester in which you are enrolled so that you can plan accordingly.
Payments & Financial Information",,You will retain access to your course materials in Canvas after completing a course if allowed by the instructor. It's recommended to check with the teaching team during your enrollment semester for planning purposes. Access may vary depending on the instructor's discretion.,0.0,1.32
How do I apply for Financial Aid?,"Please review the Office of Scholarships and Financial Aid’s website for more information and contact their office
with any questions.
Please note that Financial Aid and other programs may have specific credit hour requirements, so be sure to
follow up with their office(s) directly for more information regarding eligibility.",,Please review the Office of Scholarships and Financial Aid's website for more information and contact their office with any questions regarding how to apply for Financial Aid.,0.0,0.92
How do I pay for classes? (Note – You do NOT pay for classes until you register for them.),"Please refer to the Bursar’s website and click on “Student Pay” located at the top right of the webpage. Methods
of payment accepted by the Bursar’s Office are cash, check, money order, wire transfers, webchecks, and credit
cards (online only). Please note: there is a third-party service fee when paying by credit card. OMSCS students
are ineligible for the GT Payment Plan.",,"Here's the answer:

You do not pay for classes until you register for them. To pay, please refer to the Bursar's website and click on ""Student Pay"" located at the top right of the webpage. Accepted methods of payment include cash, check, money order, wire transfers, webchecks, and credit cards (online only).",0.0,1.63
What is the amount I need to pay?,"Please refer to the Bursar’s website and view the costs by term by reviewing the information under the “Tuition
and Fees” menu.",,I don't know the specific amount you need to pay as it depends on your individual circumstances and registration for classes.,0.0,0.92
What is the deadline to pay my fees?,"Please refer to the Bursar’s website for the Fee Payment Deadline for the specific term. If fees are not paid by
the Fee Payment Deadline, class cancellation may occur, and a late fee may be assessed.",,Please refer to the Bursar's website for the Fee Payment Deadline for the specific term.,0.0,0.62
What is the process to be reinstated if my schedule is cancelled by the Bursar’s Office due to nonpayment?,"
If your schedule is cancelled for nonpayment, you will be notified by email. Appeals can be submitted by visiting
the Bursar’s website. If you are reinstated into classes, a reinstatement fee of $200.00 will apply, and the account
balance must be paid immediately to avoid re-cancellation.
For questions regarding the fee payment deadline or reinstatement process, please contact the Bursar’s Office
directly (omsbursar.ask@gatech.edu).
Please note: Reinstatement does not guarantee that faculty will allow students to make up any work missed. It is
the student’s responsibility to confirm ahead of being reinstated what accommodations, if any, will be permitted
during the time frame in which the student was not enrolled due to non-payment.",,"If your schedule is cancelled by the Bursar's Office due to nonpayment, you will be notified by email. Appeals can be submitted by visiting the Bursar's website. If reinstated into classes, a reinstatement fee of $200.00 will apply, and the account balance must be paid immediately to avoid re-cancellation.",0.0,1.68
Will I have a record of enrollment if my schedule is cancelled by the Bursar’s Office due to nonpayment?,"If your schedule is cancelled for nonpayment, you will NOT have a record of enrollment for the semester.
Therefore, please note the following:
●
If this is your first semester in the OMSCS program, you will need to defer your admission, if you are
eligible to do so. Please refer to the “Deferring Admission” section of this document for more information
regarding this.
●
If this is not your first semester in the OMSCS program, you will need to make note of whether this will be
Click here to return to Table of Contents
30


your third consecutively-skipped semester. If you will have three or more consecutively-skipped
semesters, you will need to seek readmission in order to enroll in a future semester. Please refer to the
“Taking Time Off” section of this document for more information regarding this.",,You will not have a record of enrollment if your schedule is cancelled by the Bursar's Office due to nonpayment.,0.0,0.87
Why was I charged for health insurance?,"If you believe you have been erroneously charged for health insurance, please contact
grad.ask@grad.gatech.edu for assistance. Note that you may be asked to complete a waiver application form.",,"You were charged for health insurance because the context doesn't mention health insurance at all, it's about tuition/fees and reinstatement fees. It seems like there might be some confusion with your account or payment details. I'm not aware of any information that would help me answer this question accurately, so I don't know why you were charged for health insurance.",0.0,1.64
"Who should I contact if I have questions regarding financial aid, tuition/fees, my financial student account, or other financial-related questions, such as deferring my previous student loans, tuition
reimbursements for my employer, tax documents that need to be completed by the Institute, etc.?",Please contact the Office of Scholarships and Financial Aid and/or the Bursar’s Office for assistance.,,"For financial- related questions, please contact the Office of Scholarships and Financial Aid and/or the Bursar's Office for assistance.",0.0,0.98
Who should I contact for information regarding my 1098-T?,Please contact the Bursar’s Office for more information regarding your 1098-T.,,Please contact the Bursar's Office for more information regarding your 1098-T.,0.0,0.76
Who should I contact if I have questions regarding refunds and/or refund eligibility?,"Please contact the Bursar’s Office for more information regarding refunds. Keep in mind that you will receive NO
refund if you are enrolled for more than one class and withdraw from only one course. You only are eligible for a
partial refund if you completely withdraw from school (withdraw from ALL of your courses for the current term).
Taking Time Off",,You should contact the Bursar's Office for more information regarding refunds and/or refund eligibility.,0.0,0.72
Can I take a semester off?,"OMSCS students may take up to two consecutive semesters off at any time after they have matriculated into the
OMSCS program. However, if you take three or more consecutive semesters off, you must apply for readmission.
Please note that the summer term counts as one of the consecutive semesters, even though students are not
required to enroll in the summer term. Unfortunately, there is no guarantee you will be readmitted. For more
information, please review the Registrar's Readmission Policy.
To clarify, if a student enrolls in a course and withdraws (which would result in a “W” on the student’s transcript),
this counts as a record of enrollment for that semester and does not count as sitting out for the semester.
Therefore, the student would need to sit out the next three consecutive semesters before needing to apply for
readmission. If a student drops a course, this does not count as a record of enrollment, and this would be
considered as sitting out a semester.
Please see the FAQ section entitled “Registration-Related Information” for a detailed explanation of the
difference between dropping and withdrawing from a course.
Please note: If you are a newly-admitted student and are not planning to attend your first semester, you will need
to submit a request to defer your admission. Please refer to the “Deferring Admission” section of the FAQ for
more information about how and when to submit this request.",,"If you wish to take a semester off, simply don't enroll in a course for that term. If registered for a future term, drop your course(s) with an active time ticket to avoid tuition/fees. Keep in mind readmission policy and seek readmission after three or more consecutive semesters.",0.0,1.44
What is the process once students seek readmission?,"Students must complete the step-by-step instructions on the Registrar’s readmission website. After they have
successfully submitted their readmission application (by following the step-by-step instructions), the information is
sent to the Registrar’s Office where initial processing is completed. They then submit your readmission packet to
our office, and we process everything on our end.
If you have been academically dismissed, we will prepare and send you the graduate readmission contract. Once
we receive the signed copy from you, or if you do not require the readmission contract, we will submit everything
to the Executive Director or Director of OMSCS Advising for review. After they have made their recommendation
as to whether or not your readmission application should be approved, we will submit everything to the Registrar’s
Office for a final decision and processing. You will be notified by their office once a final decision has been made.
Please note that there are different deadlines when you are seeking readmission as a student who has been
academically dismissed versus a student who has taken three or more consecutive semesters off.
Click here to return to Table of Contents
31",,"Students seeking readmission complete the step-by-step instructions on the Registrar's website and submit their readmission application. The information is then sent to the Registrar's Office for initial processing and they also submit a readmission packet to our office for further processing. Once processed, students can resume their studies.",0.0,1.4
What is the difference between readmitting versus reapplying to the OMSCS program?,"Readmission is for current OMSCS students who matriculated into the program and then took time off (either
voluntarily or as a result of being academically dismissed). Students are considered to have matriculated if they
registered in at least one course and earned a grade, even if the grade was a withdrawal (“W”).
Reapplying (or submitting a full new application to the OMSCS program) is for admitted students who did not
matriculate and are already outside of their one-year deferral timeframe. For example, if your original application
term is Spring 2024, you would need to reapply to the program if you wish to matriculate after Spring 2025 
To summarize: ●
Current OMSCS students who have been academically dismissed and/or who have taken three or more
consecutive semesters off must seek readmission.
●
Admitted students who have not yet matriculated into the OMSCS program must reapply if they are past
the one-year deferral time frame from their original application term.",,"Readmitting is for current OMSCS students who were academically dismissed or took time off, while reapplying is for admitted students outside of their one-year deferral timeframe. Readmission allows previously-earned credits to still count, whereas reapplying requires a new application and does not guarantee credit transfer.",0.0,1.45
"If I am readmitted, will my previously-earned credits still count?","Yes — your eligible, previously-earned credits will count toward your OMSCS degree if you are approved for
readmission (subject to the six-year program completion rule). To clarify, it is not possible to “start over” or “erase”
your previous academic history, as that always will be a part of your student record.",,"Yes, your previously-earned credits will still count if you are approved for readmission. This is subject to the six-year program completion rule. Your previous academic history will always be a part of your student record, even if you take time off and seek readmission into the program at a later time.",0.0,1.41
What if I need to seek readmission but have not fulfilled my foundational requirement as of yet?,"We will address your foundational requirement as part of the readmission application process, so there is nothing
additional that you need to do regarding this when seeking readmission.",,"We will address your foundational requirement as part of the readmission application process, so there is nothing additional that you need to do regarding this when seeking readmission.",0.0,0.85
Is there anything I need to do if I wish to take a semester off?,"If you wish to take a semester off, you simply should not enroll in a course for that term. If you are registered for a
future term, please be sure to drop your course(s) once you have an active time ticket so that you are not charged
tuition/fees. You do not need to notify your advisor or complete/submit any forms. Please keep the readmission
policy in mind, as you will need to seek readmission if you skip three or more consecutive semesters (including
the summer semester).
Also, please remember that Summer registration and Fall Phase I registration may take place at the same time,
unless noted otherwise. If you are planning to skip the summer semester but will enroll for the fall, you should
plan to register for the fall semester during Phase I. If you miss the Phase I registration period, you will have
another chance to enroll during Phase II (though course availability most likely will be more limited).",,"If you wish to take a semester off, simply do not enroll in a course for that term and drop your courses with an active time ticket to avoid tuition/fees. You don't need to notify your advisor or complete any forms. However, keep in mind the readmission policy, as you'll need to seek readmission if you skip three or more consecutive semesters.",0.0,1.59
Can I work as a TA during a semester that I am not enrolled in a course?,"OMSCS students can work as a TA during a semester in which they are not enrolled, only if they do not need to
seek readmission. If they are in their third consecutively-skipped semester and will need to seek readmission to
enroll in a future semester, then they are not eligible to be a TA.",,"You can work as a TA during a semester you're not enrolled in a course if you don't need to seek readmission, but if you've skipped three consecutive semesters and will need to re-enroll later, you're not eligible. Alternatively, you could be hired as a part-time instructor, which requires more time and a background check. However, this option is more complicated than taking courses after graduating.",0.0,1.88
